"EMAIL","PRENOM","NOM","SMS","ENTREPRISE","SECTEUR","VILLE","ADRESSE","TELEPHONE","SITE_WEB","NOTE_GOOGLE","NB_AVIS","AVIS_SANS_REPONSE","EMAIL_OBJET","EMAIL_CORPS","RELANCE_1_OBJET","RELANCE_1_CORPS","RELANCE_2_OBJET","RELANCE_2_CORPS"
"thomas.bernard@lecomptoirthomas.fr","Thomas","Bernard","+33693295341","Le Comptoir Thomas","Restauration","Paris","54 rue de la Paix 75131 Paris","+33391854573","https://www.lecomptoirthomas.fr","4.0","521","369","Thomas, 80 avis attendent votre réponse","Thomas,\n\nVotre établissement Le Comptoir Thomas a 521 avis Google et 369 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Thomas 👋","Thomas, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Thomas. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"marie.leroy@zenmarie.fr","Marie","Leroy","+33634064721","Zen Marie","Beauté","Strasbourg","139 rue de la Paix 43906 Strasbourg","+33195107816","https://www.zenmarie.fr","4.4","795","437","Marie, 88 avis attendent votre réponse","Marie,\n\nVotre établissement Zen Marie a 795 avis Google et 437 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Marie 👋","Marie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Marie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"nicolas.lefebvre@laubergenicolas.fr","Nicolas","Lefebvre","+33680518840","L'Auberge Nicolas","Restauration","Marseille","6 rue de la Paix 57761 Marseille","+33135457982","https://www.laubergenicolas.fr","3.7","1586","1094","Nicolas, 89 avis attendent votre réponse","Nicolas,\n\nVotre établissement L'Auberge Nicolas a 1586 avis Google et 1094 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Nicolas 👋","Nicolas, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Nicolas. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"claire.dubois@nettoyageclaire.fr","Claire","Dubois","+33686856425","Nettoyage Claire","Services","Marseille","138 rue de la Paix 71547 Marseille","+33164191070","https://www.nettoyageclaire.fr","3.5","638","433","Claire, 92 avis attendent votre réponse","Claire,\n\nVotre établissement Nettoyage Claire a 638 avis Google et 433 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Claire 👋","Claire, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Claire. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"claire.bertrand@menuiserieclaire.fr","Claire","Bertrand","+33673184905","Menuiserie Claire","Artisanat","Montpellier","117 rue de la Paix 21851 Montpellier","+33268558686","https://www.menuiserieclaire.fr","3.9","883","494","Claire, 85 avis attendent votre réponse","Claire,\n\nVotre établissement Menuiserie Claire a 883 avis Google et 494 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Claire 👋","Claire, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Claire. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"françois.bertrand@garagefrançois.fr","François","Bertrand","+33624193632","Garage François","Automobile","Grenoble","180 rue de la Paix 62661 Grenoble","+33572411328","https://www.garagefrançois.fr","3.7","265","166","François, 95 avis attendent votre réponse","François,\n\nVotre établissement Garage François a 265 avis Google et 166 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, François 👋","François, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain François. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"sylvie.david@garagesylvie.fr","Sylvie","David","+33680647430","Garage Sylvie","Automobile","Nice","89 rue de la Paix 16595 Nice","+33127573595","","4.3","2388","2149","Sylvie, 85 avis attendent votre réponse","Sylvie,\n\nVotre établissement Garage Sylvie a 2388 avis Google et 2149 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Sylvie 👋","Sylvie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Sylvie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"céline.robert@pizzeriacéline.fr","Céline","Robert","+33621385776","Pizzeria Céline","Restauration","Montpellier","153 rue de la Paix 87309 Montpellier","+33315877830","","4.4","3402","2449","Céline, 85 avis attendent votre réponse","Céline,\n\nVotre établissement Pizzeria Céline a 3402 avis Google et 2449 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Céline 👋","Céline, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Céline. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"sylvie.david@boulangeriesylvie.fr","Sylvie","David","+33669679592","Boulangerie Sylvie","Commerce","Montpellier","53 rue de la Paix 49758 Montpellier","+33344559837","https://www.boulangeriesylvie.fr","4.0","2248","1978","Sylvie, 58 avis attendent votre réponse","Sylvie,\n\nVotre établissement Boulangerie Sylvie a 2248 avis Google et 1978 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Sylvie 👋","Sylvie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Sylvie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"stéphane.dubois@conciergeriestéphane.fr","Stéphane","Dubois","+33684668368","Conciergerie Stéphane","Services","Lille","196 rue de la Paix 29144 Lille","+33412782798","https://www.conciergeriestéphane.fr","3.8","1587","904","Stéphane, 85 avis attendent votre réponse","Stéphane,\n\nVotre établissement Conciergerie Stéphane a 1587 avis Google et 904 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Stéphane 👋","Stéphane, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Stéphane. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"michel.laurent@lecomptoirmichel.fr","Michel","Laurent","+33624045815","Le Comptoir Michel","Restauration","Bordeaux","103 rue de la Paix 30162 Bordeaux","+33577327855","https://www.lecomptoirmichel.fr","3.8","346","321","Michel, 94 avis attendent votre réponse","Michel,\n\nVotre établissement Le Comptoir Michel a 346 avis Google et 321 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Michel 👋","Michel, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Michel. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"céline.moreau@boulangeriecéline.fr","Céline","Moreau","+33623785389","Boulangerie Céline","Commerce","Paris","136 rue de la Paix 93849 Paris","+33255411532","https://www.boulangeriecéline.fr","3.7","2449","1518","Céline, 93 avis attendent votre réponse","Céline,\n\nVotre établissement Boulangerie Céline a 2449 avis Google et 1518 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Céline 👋","Céline, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Céline. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"valérie.simon@conciergerievalérie.fr","Valérie","Simon","+33646402970","Conciergerie Valérie","Services","Lyon","194 rue de la Paix 69749 Lyon","+33185804840","https://www.conciergerievalérie.fr","3.6","2522","2143","Valérie, 93 avis attendent votre réponse","Valérie,\n\nVotre établissement Conciergerie Valérie a 2522 avis Google et 2143 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Valérie 👋","Valérie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Valérie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"valérie.vincent@kinévalérie.fr","Valérie","Vincent","+33614765082","Kiné Valérie","Santé","Montpellier","139 rue de la Paix 85446 Montpellier","+33498954612","https://www.kinévalérie.fr","4.2","4677","3227","Valérie, 75 avis attendent votre réponse","Valérie,\n\nVotre établissement Kiné Valérie a 4677 avis Google et 3227 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Valérie 👋","Valérie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Valérie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"céline.richard@barbiercéline.fr","Céline","Richard","+33673994444","Barbier Céline","Beauté","Lyon","166 rue de la Paix 66748 Lyon","+33389231454","","3.8","924","517","Céline, 76 avis attendent votre réponse","Céline,\n\nVotre établissement Barbier Céline a 924 avis Google et 517 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Céline 👋","Céline, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Céline. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"aurélie.garcia@carrosserieaurélie.fr","Aurélie","Garcia","+33683752232","Carrosserie Aurélie","Automobile","Bordeaux","159 rue de la Paix 94617 Bordeaux","+33218674813","https://www.carrosserieaurélie.fr","4.3","4120","3378","Aurélie, 66 avis attendent votre réponse","Aurélie,\n\nVotre établissement Carrosserie Aurélie a 4120 avis Google et 3378 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Aurélie 👋","Aurélie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Aurélie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"sylvie.martin@centremédicalsylvie.fr","Sylvie","Martin","+33678758692","Centre Médical Sylvie","Santé","Toulouse","74 rue de la Paix 61425 Toulouse","+33144045854","","4.0","114","98","Sylvie, 94 avis attendent votre réponse","Sylvie,\n\nVotre établissement Centre Médical Sylvie a 114 avis Google et 98 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Sylvie 👋","Sylvie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Sylvie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"céline.bertrand@hôtelcéline.fr","Céline","Bertrand","+33610618947","Hôtel Céline","Hôtellerie","Genève","83 rue de la Paix 71382 Genève","+33232195936","https://www.hôtelcéline.fr","3.8","4028","2255","Céline, 60 avis attendent votre réponse","Céline,\n\nVotre établissement Hôtel Céline a 4028 avis Google et 2255 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Céline 👋","Céline, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Céline. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"céline.roux@autoservicecéline.fr","Céline","Roux","+33617435831","Auto Service Céline","Automobile","Bordeaux","83 rue de la Paix 15484 Bordeaux","+33527765496","https://www.autoservicecéline.fr","3.5","3667","2346","Céline, 69 avis attendent votre réponse","Céline,\n\nVotre établissement Auto Service Céline a 3667 avis Google et 2346 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Céline 👋","Céline, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Céline. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"patrick.martin@magasinpatrick.fr","Patrick","Martin","+33661486024","Magasin Patrick","Commerce","Genève","46 rue de la Paix 77218 Genève","+33114128688","https://www.magasinpatrick.fr","3.6","4159","3784","Patrick, 61 avis attendent votre réponse","Patrick,\n\nVotre établissement Magasin Patrick a 4159 avis Google et 3784 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Patrick 👋","Patrick, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Patrick. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"nicolas.lefebvre@centreautonicolas.fr","Nicolas","Lefebvre","+33657725687","Centre Auto Nicolas","Automobile","Nantes","60 rue de la Paix 62354 Nantes","+33329948829","https://www.centreautonicolas.fr","4.1","4395","4087","Nicolas, 93 avis attendent votre réponse","Nicolas,\n\nVotre établissement Centre Auto Nicolas a 4395 avis Google et 4087 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Nicolas 👋","Nicolas, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Nicolas. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"stéphane.dubois@cabinetstéphane.fr","Stéphane","Dubois","+33661257346","Cabinet Stéphane","Santé","Rennes","140 rue de la Paix 49398 Rennes","+33445184370","https://www.cabinetstéphane.fr","3.5","3317","2355","Stéphane, 59 avis attendent votre réponse","Stéphane,\n\nVotre établissement Cabinet Stéphane a 3317 avis Google et 2355 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Stéphane 👋","Stéphane, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Stéphane. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"françois.laurent@laubergefrançois.fr","François","Laurent","+33647622274","L'Auberge François","Restauration","Bruxelles","102 rue de la Paix 69214 Bruxelles","+33132901513","https://www.laubergefrançois.fr","4.3","1439","1295","François, 81 avis attendent votre réponse","François,\n\nVotre établissement L'Auberge François a 1439 avis Google et 1295 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, François 👋","François, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain François. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"patrick.michel@peinturepatrick.fr","Patrick","Michel","+33685948414","Peinture Patrick","Artisanat","Paris","63 rue de la Paix 12227 Paris","+33237138139","","3.7","4497","2608","Patrick, 86 avis attendent votre réponse","Patrick,\n\nVotre établissement Peinture Patrick a 4497 avis Google et 2608 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Patrick 👋","Patrick, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Patrick. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"inconnu@inconnu.fr","Isabelle","David","+33654357173","Chez Isabelle","Restauration","Lille","63 rue de la Paix 64582 Lille","+33115662504","","4.3","868","598","EMAIL MANQUANT","Isabelle,\n\nVotre établissement Chez Isabelle a 868 avis Google et 598 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Isabelle 👋","Isabelle, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Isabelle. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"michel.roux@centremédicalmichel.fr","Michel","Roux","+33657737224","Centre Médical Michel","Santé","Nantes","134 rue de la Paix 31870 Nantes","+33298209222","https://www.centremédicalmichel.fr","3.9","790","481","Michel, 85 avis attendent votre réponse","Michel,\n\nVotre établissement Centre Médical Michel a 790 avis Google et 481 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Michel 👋","Michel, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Michel. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"arnaud.moreau@institutarnaud.fr","Arnaud","Moreau","+33671870250","Institut Arnaud","Beauté","Grenoble","60 rue de la Paix 18701 Grenoble","+33546153824","https://www.institutarnaud.fr","4.1","646","529","Arnaud, 84 avis attendent votre réponse","Arnaud,\n\nVotre établissement Institut Arnaud a 646 avis Google et 529 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Arnaud 👋","Arnaud, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Arnaud. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"isabelle.fournier@peintureisabelle.fr","Isabelle","Fournier","+33616935082","Peinture Isabelle","Artisanat","Grenoble","82 rue de la Paix 36792 Grenoble","+33523702230","https://www.peintureisabelle.fr","3.9","4271","3630","Isabelle, 83 avis attendent votre réponse","Isabelle,\n\nVotre établissement Peinture Isabelle a 4271 avis Google et 3630 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Isabelle 👋","Isabelle, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Isabelle. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"isabelle.richard@chambresdhôtesisabelle.fr","Isabelle","Richard","+33672390712","Chambres d'hôtes Isabelle","Hôtellerie","Lille","7 rue de la Paix 72169 Lille","+33373438966","","4.1","2910","2124","Isabelle, 61 avis attendent votre réponse","Isabelle,\n\nVotre établissement Chambres d'hôtes Isabelle a 2910 avis Google et 2124 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Isabelle 👋","Isabelle, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Isabelle. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"lucie.roux@centreautolucie.fr","Lucie","Roux","+33674157180","Centre Auto Lucie","Automobile","Nice","83 rue de la Paix 40635 Nice","+33317092558","https://www.centreautolucie.fr","3.9","2024","1922","Lucie, 90 avis attendent votre réponse","Lucie,\n\nVotre établissement Centre Auto Lucie a 2024 avis Google et 1922 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Lucie 👋","Lucie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Lucie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"françois.durand@salonfrançois.fr","François","Durand","+33689688060","Salon François","Beauté","Rennes","185 rue de la Paix 86008 Rennes","+33495702011","https://www.salonfrançois.fr","4.4","4906","4219","François, 70 avis attendent votre réponse","François,\n\nVotre établissement Salon François a 4906 avis Google et 4219 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, François 👋","François, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain François. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"sylvie.roux@chezsylvie.fr","Sylvie","Roux","+33620972803","Chez Sylvie","Restauration","Nice","137 rue de la Paix 91810 Nice","+33222744044","https://www.chezsylvie.fr","4.0","4937","3110","Sylvie, 62 avis attendent votre réponse","Sylvie,\n\nVotre établissement Chez Sylvie a 4937 avis Google et 3110 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Sylvie 👋","Sylvie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Sylvie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"nathalie.richard@hôtelnathalie.fr","Nathalie","Richard","+33668930847","Hôtel Nathalie","Hôtellerie","Nantes","44 rue de la Paix 29936 Nantes","+33212432583","https://www.hôtelnathalie.fr","4.1","1481","1303","Nathalie, 70 avis attendent votre réponse","Nathalie,\n\nVotre établissement Hôtel Nathalie a 1481 avis Google et 1303 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Nathalie 👋","Nathalie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Nathalie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"céline.martin@coiffurecéline.fr","Céline","Martin","+33682769739","Coiffure Céline","Beauté","Rennes","156 rue de la Paix 29007 Rennes","+33368995479","https://www.coiffurecéline.fr","3.6","4926","3940","Céline, 86 avis attendent votre réponse","Céline,\n\nVotre établissement Coiffure Céline a 4926 avis Google et 3940 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Céline 👋","Céline, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Céline. Offre toujours disponible : https://replyshield.io/essai-gratuit"
"valérie.garcia@centreautovalérie.fr","Valérie","Garcia","+33616330893","Centre Auto Valérie","Automobile","Bordeaux","119 rue de la Paix 52814 Bordeaux","+33270305576","https://www.centreautovalérie.fr","3.7","592","372","Valérie, 74 avis attendent votre réponse","Valérie,\n\nVotre établissement Centre Auto Valérie a 592 avis Google et 372 sont restés sans réponse.\n\nChaque avis ignoré coûte des clients à votre établissement.\n\nReplyShield répond automatiquement à chaque avis en 30 secondes.\n\nEssai gratuit 14 jours :\nhttps://replyshield.io/essai-gratuit\n\nManus de ReplyShield","Juste un rappel, Valérie 👋","Valérie, avez-vous eu le temps de regarder ?\nEssai gratuit : https://replyshield.io/essai-gratuit","Dernier message, promis.","Je ferme votre dossier demain Valérie. Offre toujours disponible : https://replyshield.io/essai-gratuit"
